regno,inc_total2014,exp_vol2014,exp_total2014,employees2014,volunteers2014,yrl2014,inc_total2015,exp_vol2015,exp_total2015,employees2015,volunteers2015,yrl2015,charityid,outcome,frlevystatus,_mfrlevy,frid,regtype,_mfrscrape,paid,thresh,zoom,vertical
1062595,784399,165715,731176,9,200,364,707144,160395,725111,11,200,364,1062595,N,N,matched (3),,,master only (1),0,1,1,100000
1062636,16502000,8321000,20686000,133,343,364,11196000,5762000,14176000,119,319,364,,,,master only (1),,,master only (1),0,1,2,100000
1062638,70028000,3337000,29125000,12,36,364,40658000,3984000,41615000,15,23,364,1062638,P,P,matched (3),id=0015800000QM6T9AAL,Levy Payer,matched (3),1,1,2,100000
1062644,747177,2115,736273,17,20,364,815698,514,810200,15,20,364,,,,master only (1),,,master only (1),0,0,0,100000
1062723,1113845,6934,1095801,36,100,364,1150536,49867,1152538,43,120,364,,,,master only (1),,,master only (1),0,0,0,100000
1062729,786535,72805,688305,8,40,364,764567,42898,734528,9,23,364,,,,master only (1),,,master only (1),0,0,0,100000
1062800,3614609,134406,1818619,49,275,364,2453908,191083,2046517,43,314,364,1062800,P,P,matched (3),id=0015800000YlFaeAAF,Levy Payer,matched (3),1,1,1,100000
1062852,1310222,8919,1251155,14,40,364,1475254,13814,1418136,16,30,364,,,,master only (1),,,master only (1),0,0,0,100000
1062886,604777,51256,615541,15,40,364,519747,42644,615044,15,30,364,,,,master only (1),,,master only (1),0,0,0,100000
1063036,555256,56276,559613,23,120,364,557028,54594,562204,22,90,364,,,,master only (1),,,master only (1),0,0,0,100000
1063129,711193,79438,766719,16,2,364,629008,7059,596383,10,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1063184,10000419,714104,8975800,217,15,364,9739000,702000,9703000,212,11,364,1063184,P,P,matched (3),id=0015800000ReNBzAAN,Levy Payer,matched (3),1,1,2,100000
1063226,1200279,4732,1173501,31,230,364,1115867,53718,1147400,29,200,364,,,,master only (1),,,master only (1),0,0,0,100000
1063237,696445,1058,699990,4,80,364,722733,1782,900012,4,80,364,,,,master only (1),,,master only (1),0,0,0,100000
1063387,652928,78500,593751,4,4,364,884280,109012,832520,7,3,364,,,,master only (1),,,master only (1),0,0,0,100000
1063427,555053,1585,550690,11,2,364,577585,1806,590424,14,3,364,,,,master only (1),,,master only (1),0,0,0,100000
1063489,7710297,18326,7656280,166,10,364,8125517,16774,7828978,166,10,364,,,,master only (1),id=0015800000YkzGeAAJ,FR Registered Charity,matched (3),1,0,0,100000
1063614,1513331,793246,1608994,26,571,364,2343424,978796,1865185,30,9025,364,1063614,P,P,matched (3),id=0015800000ReNB6AAN,Levy Payer,matched (3),1,1,2,100000
1063631,4901870,506741,4048561,82,549,364,4825166,495004,4693192,94,535,364,1063631,P,P,matched (3),id=0015800000ReNHoAAN,Levy Payer,matched (3),1,1,2,100000
1063640,10863771,47028,13696337,47,250,364,12910886,1925,13894604,49,130,364,,,,master only (1),,,master only (1),0,0,0,100000
1063671,541968,408288,468809,7,10,364,2369684,17580,464278,12,11,364,,,,master only (1),,,master only (1),0,1,2,100000
1063717,10129000,67000,9984000,304,40,364,10273000,73000,9903000,306,40,364,,,,master only (1),,,master only (1),0,0,0,100000
1063732,18817239,63264,17418415,276,0,364,19926025,89995,18810545,282,0,364,1063732,P,P,matched (3),id=0015800000Yl6wGAAR,Levy Payer,matched (3),1,0,0,100000
1063740,15428623,184504,14214953,217,0,364,16642592,217565,14976449,217,0,364,1063740,P,P,matched (3),id=0015800000Yl8ByAAJ,Levy Payer,matched (3),1,1,1,100000
1063803,554634,1862,591409,25,70,364,720115,475,668570,25,70,364,,,,master only (1),,,master only (1),0,0,0,100000
1063853,1007041,13568,1065236,6,50,454,947331,18280,1007009,7,25,364,,,,master only (1),,,master only (1),0,0,0,100000
1063860,673564,25216,670236,0,1,364,727754,40937,688403,0,0,363,,,,master only (1),,,master only (1),0,0,0,100000
1063952,529578,9871,629284,8,180,364,517420,11677,533279,8,150,364,,,,master only (1),,,master only (1),0,0,0,100000
1063982,546956,17321,529676,15,18,364,588698,13921,596910,17,8,364,,,,master only (1),,,master only (1),0,0,0,100000
1064023,3531340,1088538,3388224,60,12,364,3511236,975839,3331370,60,14,364,1064023,P,P,matched (3),id=0015800000QM6ViAAL,Levy Payer,matched (3),1,1,2,100000
1064070,635747,429173,527118,12,12,364,569111,89392,548066,14,31,364,,,,master only (1),,,master only (1),0,1,2,100000
1064087,1092755,4776,1086878,60,50,364,1055521,8469,1020472,57,55,364,,,,master only (1),,,master only (1),0,0,0,100000
1064091,2942808,320213,1663474,41,350,364,1810100,344090,1821655,44,380,364,1064091,P,P,matched (3),id=0015800000XLSCiAAP,Levy Payer,matched (3),1,1,2,100000
1064160,677935,21008,701539,34,40,364,676795,19075,726408,36,50,364,,,,master only (1),id=0015800000YlZOKAA3,FR Registered Charity,matched (3),1,0,0,100000
1064178,536391,40053,253367,0,3,364,536525,50693,386181,0,5,364,,,,master only (1),,,master only (1),0,0,0,100000
1064274,699165,17417,805347,14,100,364,860556,26092,810428,15,20,364,,,,master only (1),id=0015800000YlSgGAAV,FR Registered Charity,matched (3),1,0,0,100000
1064309,1543269,1562137,1566322,32,15,364,1155675,0,1144860,30,20,364,,,,master only (1),id=0015800000QM6UWAA1,FR Registered Charity,matched (3),1,1,2,100000
1064397,56486000,99000,55777000,307,270,364,58841000,89000,50030000,276,307,364,,,,master only (1),,,master only (1),0,0,0,100000
1064404,953613,3353,981802,24,35,364,985006,0,995327,24,25,364,,,,master only (1),,,master only (1),0,0,0,100000
1064470,2576551,509359,1877829,37,3,364,3761613,0,3512729,45,3,364,1064470,P,P,matched (3),id=0015800000ReNHlAAN,Levy Payer,matched (3),1,1,2,100000
1064473,923649,23804,940075,9,8,364,1045455,18834,1063402,12,4,364,,,,master only (1),,,master only (1),0,0,0,100000
1064495,674764,787,667616,20,20,364,934731,1548,922415,28,20,364,,,,master only (1),,,master only (1),0,0,0,100000
1064508,1128071,82840,1123193,19,110,364,1316742,180056,1324645,20,30,364,,,,master only (1),,,master only (1),0,0,0,100000
1064522,1781981,27192,1428553,2,0,364,1831847,27014,1632616,2,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1064598,12201000,2306000,12580000,83,693,364,13638000,2176000,13668000,78,663,364,1064598,P,P,matched (3),id=0015800000QM6TeAAL,Levy Payer,matched (3),1,1,2,100000
1064646,1097058,4242,1047715,20,0,364,1136886,3737,1078428,22,0,364,,,,master only (1),id=0015800000YlKO7AAN,FR Registered Charity,matched (3),1,0,0,100000
1064738,1931252,295578,1690591,6,45,364,2006399,274774,1549406,5,10,364,1064738,P,P,matched (3),id=0015800000XLSDcAAP,Levy Payer,matched (3),1,1,2,100000
1064758,22751000,191000,23694000,312,0,364,23166000,202000,23890000,315,0,364,1064758,P,P,matched (3),id=0015800000Yku4gAAB,Levy Payer,matched (3),1,1,1,100000
1064900,900022,43611,1023293,18,8,364,1163133,25817,1087264,18,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1065021,1570893,2096535,2841740,32,25,547,2020013,0,970171,24,1,364,,,,master only (1),,,master only (1),0,1,2,100000
1065029,719601,18603,749260,8,52,364,724356,219811,724443,8,50,364,,,,master only (1),id=0015800000YlSh9AAF,FR Registered Charity,matched (3),1,0,0,100000
1065033,526080,9057,423515,15,45,364,540827,5972,465486,16,50,364,,,,master only (1),,,master only (1),0,0,0,100000
1065086,1433030,380,1434740,16,320,517,1067196,0,1064824,17,350,364,,,,master only (1),,,master only (1),0,0,0,100000
1065175,865802,25594,613359,42,8,364,917664,0,611258,42,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1065427,2470201,118901,2391344,71,184,364,2425994,110210,2431042,63,145,364,,,,master only (1),id=0015800000YlaJ2AAJ,FR Registered Charity,matched (3),1,1,1,100000
1065494,1336046,14431,1227884,5,0,364,1386585,12083,1367721,6,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1065503,731515,402,703687,20,25,364,827588,90,830632,22,20,364,,,,master only (1),,,master only (1),0,0,0,100000
1065512,1501790,1387,1424081,31,40,364,1847045,2048,1399422,28,100,364,,,,master only (1),,,master only (1),0,0,0,100000
1065627,587729,23162,596390,18,160,364,615832,8413,606215,20,128,364,,,,master only (1),,,master only (1),0,0,0,100000
1065669,1053655,15984,1188265,25,10,364,906223,2494,1077053,19,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1065745,3438766,76295,3526044,117,100,364,3125386,120891,3513470,114,80,364,,,,master only (1),id=0015800000YlM66AAF,FR Registered Charity,matched (3),1,0,0,100000
1065794,10911910,77373,10163731,257,19,364,9805005,69436,9950400,244,6,364,,,,master only (1),id=0015800000YlShhAAF,FR Registered Charity,matched (3),1,0,0,100000
1065829,1532966,191235,1688316,16,131,364,1615483,189539,1745411,17,113,364,1065829,N,N,matched (3),,,master only (1),0,1,1,100000
1065846,1581353,92941,1567461,41,37,364,1828682,144423,1644364,55,108,364,,,,master only (1),,,master only (1),0,0,0,100000
1065854,751896,288,721050,33,20,364,689456,2088,722043,31,50,364,,,,master only (1),,,master only (1),0,0,0,100000
1065924,1374410,80576,1335225,15,0,364,1230072,75273,1131770,15,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1065972,109512000,833000,101990000,57,0,364,124222000,896000,121072000,49,0,364,1065972,P,P,matched (3),id=0015800000ReNAhAAN,Levy Payer,matched (3),1,1,2,100000
1066184,1490000,150000,1592000,31,8,364,1912000,141000,1427000,33,11,364,1066184,P,P,matched (3),id=0015800000YlShtAAF,Levy Payer,matched (3),1,1,1,100000
1066420,4634509,23997,4134674,67,18,364,4833530,27910,4508375,76,24,364,,,,master only (1),,,master only (1),0,0,0,100000
1066584,1414511,47,1216522,40,4,364,1618116,15,1468520,44,4,364,,,,master only (1),,,master only (1),0,0,0,100000
1066611,1493033,16382,1640035,59,66,364,1780795,16760,1723424,48,33,364,,,,master only (1),,,master only (1),0,0,0,100000
1066618,649884,44263,651484,14,15,364,783165,45400,718835,14,10,364,,,,master only (1),id=0015800000YlIrtAAF,FR Registered Charity,matched (3),1,0,0,100000
1066665,839491,46786,694258,3,0,364,905469,5270,921367,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1066751,1872677,57259,1833536,19,1432,364,2151363,58877,1948314,19,1168,364,,,,master only (1),,,master only (1),0,0,0,100000
1066776,1632061,3940,1562510,35,82,364,1460221,2520,1450705,30,120,364,,,,master only (1),id=0015800000YlJWpAAN,FR Registered Charity,matched (3),1,0,0,100000
1066806,14400018,259178,12851832,123,3,364,14040951,366647,13199084,124,5,364,1066806,P,P,matched (3),id=0015800000XLSF4AAP,Levy Payer,matched (3),1,1,2,100000
1066846,1380054,485,731323,12,900,364,1137543,1331,773212,14,900,364,,,,master only (1),,,master only (1),0,0,0,100000
1066905,3290378,177444,3274181,64,500,364,3617866,174549,3448338,66,600,364,1066905,P,P,matched (3),id=0015800000YlV5qAAF,Levy Payer,matched (3),1,1,1,100000
1066956,1656457,529618,1412959,14,0,364,2294891,804035,1964779,19,0,364,1066956,P,P,matched (3),id=0015800000ReNHFAA3,Levy Payer,matched (3),1,1,2,100000
1066963,2093305,223819,2080516,24,70,364,1996855,226802,2135591,24,10,364,1066963,P,P,matched (3),id=0015800000XLSGqAAP,Levy Payer,matched (3),1,1,2,100000
1067125,5670725,1247616,4380240,83,450,364,7270881,1156495,4826556,95,500,364,1067125,P,P,matched (3),id=0015800000QM6VBAA1,Levy Payer,matched (3),1,1,2,100000
1067313,790698,2341,792398,16,20,364,966940,1942,946176,16,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1067323,570323,14548,566877,33,12,364,723144,0,704794,32,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1067331,828605,164224,1052105,9,4,364,837168,253505,1082287,13,7,364,1067331,P,P,matched (3),id=0015800000YlVVPAA3,Levy Payer,matched (3),1,1,1,100000
1067361,917652,90630,888113,9,60,364,941593,123353,946858,11,100,364,,,,master only (1),,,master only (1),0,0,0,100000
1067406,7036156,249459,7021987,11,124,364,8119803,125201,7446819,14,156,364,1067406,P,P,matched (3),id=0015800000XLSFbAAP,Levy Payer,matched (3),1,1,2,100000
1067428,637723,18352,650665,11,2,364,645065,28382,651758,14,4,364,,,,master only (1),,,master only (1),0,0,0,100000
1067480,652066,18174,699795,17,96,364,868788,16631,763591,20,102,364,,,,master only (1),,,master only (1),0,0,0,100000
1067483,896132,20018,842063,16,40,364,1113847,0,1002312,16,37,364,,,,master only (1),,,master only (1),0,0,0,100000
1067535,562161,40458,812329,14,15,364,576266,31309,720318,8,5,364,,,,master only (1),,,master only (1),0,0,0,100000
1067673,2596914,23756,2807267,49,8350,364,2664486,10455,2798261,45,230,364,,,,master only (1),,,master only (1),0,0,0,100000
1067869,2924059,98393,2917369,59,112,364,2744648,108678,2675346,58,178,364,,,,master only (1),,,master only (1),0,0,0,100000
1067881,2846764,185542,3201271,87,313,364,2839040,6797,3254102,74,275,364,,,,master only (1),id=0015800000YlHttAAF,FR Registered Charity,matched (3),1,1,1,100000
1067884,2102170,24258,2314851,34,170,364,2274942,27222,2557967,34,185,364,,,,master only (1),,,master only (1),0,0,0,100000
1067885,4227491,161847,3927795,152,30,364,4374075,162016,4268203,167,33,364,1067885,P,P,matched (3),id=0015800000Yl3t6AAB,Levy Payer,matched (3),1,1,1,100000
1067888,2281951,2508,2042979,79,96,364,2620232,2080,2276627,94,147,364,,,,master only (1),,,master only (1),0,0,0,100000
1067908,5698235,85490,5603745,117,146,364,6049798,88531,5926671,122,155,364,,,,master only (1),,,master only (1),0,0,0,100000
1068046,3187650,256874,3586012,16,100,364,4339690,320107,4623221,17,0,364,1068046,N,N,matched (3),,,master only (1),0,1,2,100000
1068077,1231900,52577,823143,13,290,364,1032524,51231,933049,17,165,364,,,,master only (1),,,master only (1),0,0,0,100000
1068204,12732841,481093,12733036,230,0,364,4670003,84973,2633378,0,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1068331,920173,85745,842880,4,19,364,945427,84477,857241,4,24,364,,,,master only (1),,,master only (1),0,0,0,100000
1068395,1184550,191837,1277276,19,200,364,1500165,297168,1457668,27,300,364,,,,master only (1),id=0015800000YlKzZAAV,FR Registered Charity,matched (3),1,1,1,100000
1068496,1044318,27158,1054924,29,127,364,950863,67245,1062150,25,150,364,,,,master only (1),,,master only (1),0,0,0,100000
1068532,13952500,127625,13116037,167,50,364,15436592,77343,13749278,189,12,364,,,,master only (1),,,master only (1),0,1,1,100000
1068634,1055169,22441,1088835,24,6,364,990932,7909,1026884,24,6,364,,,,master only (1),,,master only (1),0,0,0,100000
1068658,628005,130745,543776,8,85,364,633580,0,421039,6,85,364,,,,master only (1),,,master only (1),0,1,1,100000
1068661,65353000,824000,63674000,1255,1130,364,47329000,873000,44608000,850,1055,364,1068661,P,P,matched (3),id=0015800000ReNAkAAN,Levy Payer,matched (3),1,1,2,100000
1068762,569390,2895,540001,38,1,364,603280,6333,584420,44,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1068839,2975062,109937,2966866,28,0,364,3349348,105362,2964546,34,0,364,,,,master only (1),,,master only (1),0,1,1,100000
1068841,2546828,372377,2248808,44,195,364,2652721,430104,2486912,48,142,364,1068841,P,P,matched (3),id=0015800000XLSAxAAP,Levy Payer,matched (3),1,1,2,100000
1068850,3516000,126000,4304000,62,182,364,3810000,161000,3942000,62,190,364,1068850,P,P,matched (3),,,master only (1),1,1,1,100000
1068852,79788000,1219000,76447000,812,356,364,92236000,1288000,84529000,891,327,364,1068852,P,P,matched (3),id=0015800000QM6VFAA1,Levy Payer,matched (3),1,1,2,100000
1068887,2199030,114198,1834696,10,45,364,6459230,98806,2305355,10,25,364,1068887,P,P,matched (3),id=0015800000Ykv8HAAR,Levy Payer,matched (3),1,1,1,100000
1068911,9078590,1616398,8993513,284,0,364,12007813,1878708,10000868,283,38,364,1068911,P,P,matched (3),id=0015800000QM6UQAA1,Levy Payer,matched (3),1,1,2,100000
1068964,1616402,1066,1666346,54,50,364,1427936,0,1528687,35,45,364,,,,master only (1),,,master only (1),0,0,0,100000
1069022,844694,128680,639015,4,15,364,673333,79940,850161,3,10,517,1069022,P,P,matched (3),id=0015800000YkvhlAAB,Levy Payer,matched (3),1,1,1,100000
1069048,3600957,438230,3688724,62,75,364,2934183,193305,2933474,53,30,364,1069048,N,N,matched (3),,,master only (1),0,1,2,100000
1069085,1384699,11378,1335818,45,92,364,1651528,39337,1648863,61,92,364,,,,master only (1),id=0015800000Yl6xLAAR,FR Registered Charity,matched (3),1,0,0,100000
1069157,1097404,61980,1031743,21,116,364,994218,68232,1205492,25,196,364,,,,master only (1),id=0015800000YlSkLAAV,FR Registered Charity,matched (3),1,0,0,100000
1069182,2578453,13988,2350958,18,17,364,2697238,22459,2499927,19,26,364,,,,master only (1),,,master only (1),0,0,0,100000
1069204,5631537,698979,5382938,16,4,364,7133074,874922,6080817,16,3,364,1069204,P,P,matched (3),id=0015800000ReNCCAA3,Levy Payer,matched (3),1,1,2,100000
1069229,1896672,82094,1618846,21,110,364,1680072,69643,1537208,23,110,364,,,,master only (1),,,master only (1),0,0,0,100000
1069256,1873060,29114,1827086,17,130,364,1234720,17962,1266804,14,105,364,,,,master only (1),id=0015800000Yl5PjAAJ,FR Registered Charity,matched (3),1,0,0,100000
1069278,1252162,2335,1353891,30,60,364,1325621,6176,1332924,32,55,364,,,,master only (1),,,master only (1),0,0,0,100000
1069284,9973677,1331476,10624234,226,600,364,10545812,1404100,10429046,222,832,364,1069284,P,P,matched (3),id=0015800000QM6V3AAL,Levy Payer,matched (3),1,1,2,100000
1069296,855858,4634,827445,23,24,364,906206,8055,906379,26,42,364,,,,master only (1),,,master only (1),0,0,0,100000
1069406,596941,10880,709866,16,200,364,713102,8292,691751,15,200,364,,,,master only (1),,,master only (1),0,0,0,100000
1069485,1863586,176439,1013957,6,50,364,1095737,183209,7859623,6,50,364,,,,master only (1),,,master only (1),0,1,1,100000
1069557,1647336,168807,1638058,29,6,364,1855362,174797,1726730,29,5,364,,,,master only (1),,,master only (1),0,1,1,100000
1069589,1680983,197236,819458,13,0,364,2811047,199052,938403,11,0,364,1069589,P,P,matched (3),id=0015800000YlSl0AAF,Levy Payer,matched (3),1,1,1,100000
1069608,762367,51874,685314,4,10,364,558288,55157,878970,4,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1069663,670722,114791,604883,7,200,364,675832,116236,666157,8,200,364,,,,master only (1),,,master only (1),0,1,1,100000
1069722,1243516,64488,1305895,16,100,364,1319614,92294,1336670,18,100,364,,,,master only (1),,,master only (1),0,0,0,100000
1069736,1527347,60680,1425573,22,72,364,1725017,65045,1839188,25,15,364,,,,master only (1),,,master only (1),0,0,0,100000
1069765,749393,2138,782433,38,73,364,811533,3004,781253,42,68,364,,,,master only (1),id=0015800000YlN3iAAF,FR Registered Charity,matched (3),1,0,0,100000
1069777,799588,458,611062,14,80,364,524538,455,501343,14,80,364,,,,master only (1),,,master only (1),0,0,0,100000
1069780,552498,15855,524439,6,140,364,553061,23871,578072,6,120,364,,,,master only (1),,,master only (1),0,0,0,100000
1069833,1430244,358222,1276038,25,100,364,1350671,305170,1330306,28,120,364,1069833,P,P,matched (3),id=0015800000XLSBMAA5,Levy Payer,matched (3),1,1,2,100000
1069905,900237,48127,1001508,32,145,364,977339,42885,952390,24,140,364,,,,master only (1),,,master only (1),0,0,0,100000
1069912,4937494,143136,3706488,36,45,364,4349352,70597,4374985,35,51,364,1069912,P,P,matched (3),id=0015800000YkxMFAAZ,Levy Payer,matched (3),1,1,1,100000
1069937,2790811,177044,2613866,59,128,364,2726915,75635,2776610,60,131,364,,,,master only (1),,,master only (1),0,1,1,100000
1069942,2224282,33385,2366617,43,660,364,3478248,33693,3121535,38,500,364,,,,master only (1),,,master only (1),0,0,0,100000
1069969,5002483,120150,3892762,28,0,364,3684846,82724,3233191,22,0,364,1069969,P,P,matched (3),id=0015800000Yl3z4AAB,Levy Payer,matched (3),1,1,1,100000
1070163,529701,9195,612721,10,25,364,721002,9500,693895,11,110,364,,,,master only (1),,,master only (1),0,0,0,100000
1070196,779033,1847,679609,4,25,364,556970,1710,652753,6,25,364,,,,master only (1),,,master only (1),0,0,0,100000
1070227,17489392,115809,16287835,397,1,395,16825473,50769,16537841,421,2,364,,,,master only (1),id=0015800000YlSlhAAF,FR Registered Charity,matched (3),1,1,1,100000
1070235,787931,3711,779229,32,10,364,785254,10699,748026,29,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1070468,1310527,205812,1555733,32,22,364,1579384,181696,1367301,29,9,364,1070468,N,N,matched (3),,,master only (1),0,1,2,100000
1070532,4652556,887092,4750051,90,360,364,5067880,954839,5112197,100,350,364,1070532,P,P,matched (3),id=0015800000ReNANAA3,Levy Payer,matched (3),1,1,2,100000
1070556,4857637,460111,4224496,99,0,364,4390030,335822,4009616,104,0,364,1070556,P,P,matched (3),id=0015800000XLS8RAAX,Levy Payer,matched (3),1,1,2,100000
1070606,903827,5758,884888,11,4,364,725224,7235,763155,5,3,364,,,,master only (1),,,master only (1),0,0,0,100000
1070607,4033567,401847,3229004,8,18,364,4217993,328322,4428758,8,24,364,1070607,P,P,matched (3),id=0015800000XLSA9AAP,Levy Payer,matched (3),1,1,2,100000
1070618,4329442,729166,4432289,20,0,364,5799261,180133,5560909,24,0,364,1070618,P,P,matched (3),id=0015800000ReNBoAAN,Levy Payer,matched (3),1,1,2,100000
1070684,3360742,445692,3313576,111,25,364,3418987,259326,3264233,124,10,364,1070684,N,N,matched (3),,,master only (1),0,1,2,100000
1070693,795693,42721,807902,20,50,364,773345,740291,758699,19,50,364,,,,master only (1),,,master only (1),0,0,0,100000
1070856,22391000,567000,21239000,318,0,364,23778000,607000,22375000,320,0,364,1070856,N,N,matched (3),,,master only (1),0,1,2,100000
1070904,2034091,21610,2143640,42,200,364,1884762,19500,1882828,37,180,364,,,,master only (1),id=0015800000YlQFgAAN,FR Registered Charity,matched (3),1,0,0,100000
1070906,3761783,815686,3297777,47,10,364,3784558,1010961,4037144,60,6,364,1070906,P,P,matched (3),id=0015800000ReNAuAAN,Levy Payer,matched (3),1,1,2,100000
1071038,1729104,751571,1693428,27,75,364,2013684,794904,1656570,24,90,364,1071038,P,P,matched (3),id=0015800000ReNBWAA3,Levy Payer,matched (3),1,1,2,100000
1071067,1077157,1307,1009551,52,25,364,1230667,1307,1130627,56,33,364,,,,master only (1),,,master only (1),0,0,0,100000
1071167,874728,9597,1057608,13,190,364,1455103,30084,1292425,16,183,364,,,,master only (1),,,master only (1),0,0,0,100000
1071186,876413,8378,855453,5,1,364,956387,26369,873249,5,1,364,,,,master only (1),,,master only (1),0,0,0,100000
1071234,7579000,1000,7524000,161,73,364,6480000,1000,6375000,134,55,364,,,,master only (1),,,master only (1),0,0,0,100000
1071243,985665,3664,946635,29,34,364,837928,3774,914863,29,51,364,,,,master only (1),,,master only (1),0,0,0,100000
1071261,941008,2520,446387,15,50,364,810164,2532,514527,17,20,364,,,,master only (1),,,master only (1),0,0,0,100000
1071298,23406000,81000,18566000,310,0,364,23490000,48000,20215000,306,44,364,,,,master only (1),,,master only (1),0,0,0,100000
1071434,1210684,17616,1190194,31,85,364,1235084,13074,1175846,22,63,364,,,,master only (1),,,master only (1),0,0,0,100000
1071487,11609466,820684,12196297,91,80,364,12276799,1103467,12519844,155,190,364,1071487,P,P,matched (3),id=0015800000ReNApAAN,Levy Payer,matched (3),1,1,2,100000
1071571,1096765,44644,966565,50,102,364,1172478,37850,1106277,54,103,364,,,,master only (1),,,master only (1),0,0,0,100000
1071613,10666020,551448,10080705,245,981,364,11577173,594495,10633103,256,971,364,1071613,P,P,matched (3),id=0015800000ReNGlAAN,Levy Payer,matched (3),1,1,2,100000
1071659,6668000,642000,6349000,172,86,364,8997000,954000,8439000,223,300,364,1071659,P,P,matched (3),id=0015800000ReNCqAAN,Levy Payer,matched (3),1,1,2,100000
1071660,718080,49261,676049,4,1,364,637508,57554,615451,4,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1071662,1884242,84602,1778777,25,0,364,1705036,0,1413428,23,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1071663,657600,25211,659723,10,500,364,670273,33957,669277,10,60,364,,,,master only (1),,,master only (1),0,0,0,100000
1071684,5379785,35878,5143880,124,0,364,5559616,0,5492332,133,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1071737,5470060,297687,5098577,104,1000,364,4314102,95419,4336912,90,1500,364,,,,master only (1),,,master only (1),0,1,2,100000
1071823,621905,157283,722304,7,50,364,627748,134914,644516,8,50,364,1071823,P,P,matched (3),id=0015800000Yl0ckAAB,Levy Payer,matched (3),1,1,1,100000
1071825,783254,22833,730154,6,230,364,921843,0,757952,6,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1071840,1365727,409,1354733,28,150,364,1619373,3411,1493719,31,140,364,,,,master only (1),,,master only (1),0,0,0,100000
1071844,637302,84975,633598,8,5,364,747359,84947,705881,12,4,364,,,,master only (1),,,master only (1),0,0,0,100000
1071850,769130,950,716351,23,50,364,758178,11912,779990,27,122,364,,,,master only (1),,,master only (1),0,0,0,100000
1071862,534119,60725,568640,21,30,364,547044,61671,606368,15,90,364,,,,master only (1),,,master only (1),0,0,0,100000
1071886,828589,100571,864256,12,7,364,607947,94179,710082,10,6,364,,,,master only (1),,,master only (1),0,1,1,100000
1072104,599528,48658,537016,7,500,364,635760,0,584233,7,1000,364,,,,master only (1),,,master only (1),0,0,0,100000
1072105,1255676,62716,1179182,12,10,364,2095430,42049,1992576,12,6,364,,,,master only (1),,,master only (1),0,0,0,100000
1072126,624258,80,429544,0,0,364,599928,630,557627,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1072199,1579827,205243,1570132,23,30,364,1560888,190821,1589839,26,10,364,1072199,N,N,matched (3),,,master only (1),0,1,2,100000
1072216,1328587,430220,1256553,21,400,364,1358786,426717,1396185,24,400,364,1072216,P,P,matched (3),id=0015800000XLS9JAAX,Levy Payer,matched (3),1,1,2,100000
1072258,629089,9166,630769,21,35,364,513093,27611,592068,21,35,364,,,,master only (1),,,master only (1),0,0,0,100000
1072270,1571760,58045,1631119,0,10,364,2224828,35668,1380343,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1072334,4339661,272503,4787491,128,33,364,4177149,263759,4836049,134,40,364,1072334,P,P,matched (3),id=0015800000XLSEOAA5,Levy Payer,matched (3),1,1,2,100000
1072376,1007150,134824,1075391,13,40,364,1204693,146351,1102728,15,55,364,1072376,P,P,matched (3),id=0015800000YlL7IAAV,Levy Payer,matched (3),1,1,1,100000
1072453,3463000,1349000,5458000,34,0,364,4620000,1246000,4690000,38,10,364,1072453,P,P,matched (3),id=0015800000QM6V0AAL,Levy Payer,matched (3),1,1,2,100000
1072490,10715000,2438000,12701000,139,50000,364,11523000,2946000,11511000,160,50000,364,1072490,P,P,matched (3),id=0015800000QM6TYAA1,Levy Payer,matched (3),1,1,2,100000
1072562,943461,984355,991137,25,50,364,1284151,0,1169274,25,40,364,,,,master only (1),,,master only (1),0,1,2,100000
1072590,12477029,676885,11937839,101,0,364,15707971,583623,15828155,100,0,364,1072590,N,N,matched (3),,,master only (1),0,1,2,100000
1072612,93729000,25695000,92747000,241,200,364,100708000,25788000,99526000,271,100,364,1072612,P,P,matched (3),id=0015800000OJS1wAAH,Levy Payer,matched (3),1,1,2,100000
1072696,1704516,213001,1596212,21,10,364,2047812,135077,1697554,22,10,364,,,,master only (1),,,master only (1),0,1,2,100000
1072998,8659619,4587938,8710962,122,0,364,9530090,4959740,9026720,114,0,364,,,,master only (1),,,master only (1),0,1,2,100000
